n,t
90561,0.001386093
90625,0.001309648
90689,0.001373370
90753,0.001370902
90817,0.001323062
90881,0.001421140
90945,0.001389999
91009,0.001415577
91073,0.001350618
91137,0.001418573
91201,0.001298533
91265,0.001317200
91329,0.001395981
91393,0.001390828
91457,0.001333918
91521,0.001428511
91585,0.001344086
91649,0.001295926
91713,0.001342618
91777,0.001383377
91841,0.001341089
91905,0.001409804
91969,0.001438238
92033,0.001377204
92097,0.001435022
92161,0.001368785
92225,0.001413160
92289,0.001310088
92353,0.001357119
92417,0.001351037
92481,0.001413759
92545,0.001438768
92609,0.001366378
92673,0.001427036
92737,0.001413471
92801,0.001463283
92865,0.001439351
92929,0.001353650
92993,0.001416608
93057,0.001334622
93121,0.001459059
93185,0.001408267
93249,0.001417567
93313,0.001432859
93377,0.001449670
93441,0.001357136
93505,0.001451527
93569,0.001382706
93633,0.001343402
93697,0.001357625
93761,0.001438473
93825,0.001402024
93889,0.001354199
93953,0.001371030
94017,0.001358255
94081,0.001371420
94145,0.001340955
94209,0.001406310
94273,0.001354639
94337,0.001419944
94401,0.001362759
94465,0.001394573
94529,0.001410165
94593,0.001502069
94657,0.001442467
94721,0.001384245
94785,0.001467378
94849,0.001421928
94913,0.001440377
94977,0.001369024
95041,0.001391960
95105,0.001371781
95169,0.001376586
95233,0.001382160
95297,0.001490763
95361,0.001489296
95425,0.001382509
95489,0.001446961
95553,0.001372661
95617,0.001370372
95681,0.001489126
95745,0.001425913
95809,0.001418651
95873,0.001462864
95937,0.001404986
96001,0.001384217
96065,0.001367346
96129,0.001419889
96193,0.001379483
96257,0.001383948
96321,0.001453664
96385,0.001389892
96449,0.001391669
96513,0.001476249
96577,0.001448180
96641,0.001398402
96705,0.001387135
96769,0.001458469
96833,0.001384557
96897,0.001400041
96961,0.001490790
97025,0.001409352
97089,0.001399641
97153,0.001474996
97217,0.001551620
97281,0.001387893
97345,0.001494506
97409,0.001489122
97473,0.001446804
97537,0.001408163
97601,0.001405465
97665,0.001402358
97729,0.001418143
97793,0.001488142
97857,0.001421549
97921,0.001404107
97985,0.001444247
98049,0.001459212
98113,0.001427303
98177,0.001413597
98241,0.001482658
98305,0.001567843
98369,0.001482638
98433,0.001439931
98497,0.001513498
98561,0.001591030
98625,0.001501309
98689,0.001434227
98753,0.001609552
98817,0.001511879
98881,0.001422148
98945,0.001462010
99009,0.001523153
99073,0.001424795
99137,0.001424125
99201,0.001426913
99265,0.001433227
99329,0.001435136
99393,0.001437573
99457,0.001537220
